year	8574680	8594900	8635750	8638863
2017-06-17 00:00	1.161	0.963	2.345	1.366
2017-06-17 00:06	1.174	0.94	2.339	1.274
2017-06-17 00:12	1.187	0.927	2.352	1.29
2017-06-17 00:18	1.204	0.914	2.355	1.307
2017-06-17 00:24	1.22	0.911	2.345	1.3
2017-06-17 00:30	1.233	0.907	2.332	1.28
2017-06-17 00:36	1.253	0.904	2.326	1.323
2017-06-17 00:42	1.273	0.901	2.316	1.33
2017-06-17 00:48	1.296	0.907	2.299	1.359
2017-06-17 00:54	1.322	0.914	2.276	1.389
2017-06-17 01:00	1.345	0.924	2.257	1.425
2017-06-17 01:06	1.374	0.94	2.234	1.448
2017-06-17 01:12	1.401	0.963	2.198	1.474
2017-06-17 01:18	1.42	0.989	2.158	1.494
2017-06-17 01:24	1.45	1.025	2.129	1.517
2017-06-17 01:30	1.47	1.071	2.109	1.53
2017-06-17 01:36	1.483	1.137	2.083	1.54
2017-06-17 01:42	1.509	1.199	2.06	1.576
2017-06-17 01:48	1.538	1.249	2.037	1.618
2017-06-17 01:54	1.565	1.314	2.014	1.654
2017-06-17 02:00	1.597	1.386	1.984	1.674
2017-06-17 02:06	1.617	1.462	1.955	1.713
2017-06-17 02:12	1.643	1.541	1.929	1.753
2017-06-17 02:18	1.66	1.619	1.912	1.789
2017-06-17 02:24	1.686	1.711	1.899	1.828
2017-06-17 02:30	1.722	1.81	1.866	1.904
2017-06-17 02:36	1.755	1.901	1.83	1.946
2017-06-17 02:42	1.794	1.997	1.801	1.992
2017-06-17 02:48	1.814	2.092	1.774	2.032
2017-06-17 02:54	1.857	2.18	1.748	2.097
2017-06-17 03:00	1.85	2.275	1.725	2.169
2017-06-17 03:06	1.867	2.364	1.699	2.235
2017-06-17 03:12	1.909	2.453	1.679	2.304
2017-06-17 03:18	1.926	2.531	1.653	2.353
2017-06-17 03:24	1.962	2.627	1.63	2.386
2017-06-17 03:30	1.981	2.725	1.61	2.458
2017-06-17 03:36	2.021	2.81	1.591	2.507
2017-06-17 03:42	2.044	2.886	1.571	2.543
2017-06-17 03:48	2.05	2.961	1.535	2.609
2017-06-17 03:54	2.086	3.043	1.509	2.675
2017-06-17 04:00	2.099	3.122	1.479	2.737
2017-06-17 04:06	2.109	3.197	1.453	2.793
2017-06-17 04:12	2.116	3.256	1.427	2.855
2017-06-17 04:18	2.132	3.309	1.397	2.898
2017-06-17 04:24	2.149	3.365	1.381	2.931
2017-06-17 04:30	2.162	3.424	1.368	2.967
2017-06-17 04:36	2.168	3.48	1.345	2.986
2017-06-17 04:42	2.168	3.525	1.332	3.026
2017-06-17 04:48	2.168	3.568	1.315	3.095
2017-06-17 04:54	2.185	3.611	1.305	3.118
2017-06-17 05:00	2.191	3.65	1.309	3.144
2017-06-17 05:06	2.195	3.683	1.295	3.167
2017-06-17 05:12	2.188	3.709	1.289	3.193
2017-06-17 05:18	2.168	3.735	1.282	3.2
2017-06-17 05:24	2.162	3.758	1.276	3.246
2017-06-17 05:30	2.155	3.775	1.272	3.249
2017-06-17 05:36	2.152	3.791	1.272	3.252
2017-06-17 05:42	2.152	3.808	1.276	3.285
2017-06-17 05:48	2.142	3.821	1.282	3.305
2017-06-17 05:54	2.132	3.831	1.289	3.305
2017-06-17 06:00	2.116	3.837	1.292	3.305
2017-06-17 06:06	2.106	3.84	1.295	3.334
2017-06-17 06:12	2.093	3.844	1.305	3.347
2017-06-17 06:18	2.073	3.844	1.318	3.314
2017-06-17 06:24	2.063	3.831	1.332	3.36
2017-06-17 06:30	2.05	3.817	1.348	3.344
2017-06-17 06:36	2.037	3.801	1.364	3.337
2017-06-17 06:42	2.024	3.788	1.381	3.334
2017-06-17 06:48	2.008	3.768	1.397	3.305
2017-06-17 06:54	1.981	3.745	1.404	3.295
2017-06-17 07:00	1.975	3.716	1.417	3.259
2017-06-17 07:06	1.962	3.69	1.446	3.216
2017-06-17 07:12	1.939	3.66	1.45	3.203
2017-06-17 07:18	1.939	3.634	1.466	3.206
2017-06-17 07:24	1.916	3.598	1.489	3.164
2017-06-17 07:30	1.896	3.552	1.509	3.144
2017-06-17 07:36	1.889	3.506	1.551	3.082
2017-06-17 07:42	1.863	3.466	1.568	3.101
2017-06-17 07:48	1.853	3.42	1.584	3.078
2017-06-17 07:54	1.834	3.371	1.624	3.049
2017-06-17 08:00	1.807	3.319	1.646	3.036
2017-06-17 08:06	1.788	3.27	1.669	2.996
2017-06-17 08:12	1.771	3.217	1.692	2.97
2017-06-17 08:18	1.762	3.165	1.712	2.914
2017-06-17 08:24	1.745	3.106	1.758	2.888
2017-06-17 08:30	1.735	3.053	1.781	2.803
2017-06-17 08:36	1.706	2.997	1.797	2.74
2017-06-17 08:42	1.68	2.935	1.847	2.685
2017-06-17 08:48	1.66	2.876	1.866	2.626
2017-06-17 08:54	1.63	2.814	1.889	2.58
2017-06-17 09:00	1.627	2.758	1.925	2.521
2017-06-17 09:06	1.614	2.699	1.952	2.461
2017-06-17 09:12	1.594	2.64	1.988	2.396
2017-06-17 09:18	1.591	2.581	2.017	2.33
2017-06-17 09:24	1.578	2.525	2.047	2.245
2017-06-17 09:30	1.575	2.469	2.07	2.163
2017-06-17 09:36	1.558	2.413	2.093	2.091
2017-06-17 09:42	1.545	2.357	2.106	2.032
2017-06-17 09:48	1.545	2.302	2.132	1.959
2017-06-17 09:54	1.529	2.246	2.155	1.9
2017-06-17 10:00	1.529	2.193	2.181	1.835
2017-06-17 10:06	1.529	2.144	2.201	1.766
2017-06-17 10:12	1.519	2.095	2.221	1.71
2017-06-17 10:18	1.515	2.043	2.227	1.661
2017-06-17 10:24	1.502	1.997	2.24	1.618
2017-06-17 10:30	1.512	1.951	2.257	1.563
2017-06-17 10:36	1.509	1.908	2.273	1.48
2017-06-17 10:42	1.496	1.859	2.29	1.441
2017-06-17 10:48	1.515	1.813	2.303	1.395
2017-06-17 10:54	1.509	1.773	2.309	1.369
2017-06-17 11:00	1.512	1.731	2.326	1.339
2017-06-17 11:06	1.542	1.695	2.326	1.307
2017-06-17 11:12	1.529	1.655	2.332	1.261
2017-06-17 11:18	1.538	1.613	2.335	1.225
2017-06-17 11:24	1.548	1.577	2.345	1.195
2017-06-17 11:30	1.548	1.544	2.358	1.159
2017-06-17 11:36	1.565	1.511	2.362	1.106
